!SESSION 2025-04-14 18:22:15.924 -----------------------------------------------
eclipse.buildId=unknown
java.version=1.7.0
java.vendor=Oracle Corporation
!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:45.818
!MESSAGE INFO: Mon Apr 14 18:25:45 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sim_1\new\sim_tb_top.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:45.849
!MESSAGE INFO: Mon Apr 14 18:25:45 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\gtwizard_ultrascale_0_synth_1\.Vivado_Synthesis.queue.rst

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:45.878
!MESSAGE INFO: Mon Apr 14 18:25:45 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.srcs\sources_1\ip\pcie4_uscale_plus_0\source\pcie4_uscale_plus_0_bram.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:45.908
!MESSAGE INFO: Mon Apr 14 18:25:45 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\pcie\pci_exp_usrapp_cfg.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:45.939
!MESSAGE INFO: Mon Apr 14 18:25:45 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_2\behav\xsim\custom_parts_ddr4_2016_4_and_above_1.csv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:45.970
!MESSAGE INFO: Mon Apr 14 18:25:45 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_1\bd_6a9b_lut_buffer_0_stub.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.000
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\multi_ddr_ctrl\StateTableCore.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.031
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\mult_gen_0\mult_gen_0_ooc.xdc

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.062
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_4\hdl\fifo_generator_v13_2_rfs.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.092
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\DPRAM_I64O256\misc\blk_mem_gen_v8_4.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.122
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\.Xil\.ila_ddr.xcix.lock

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.152
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\cal\ddr4_v2_2_cal_write.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.183
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\multi_ddr_ctrl\ddr4_model.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.214
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\axi_ctrl\ddr4_v2_2_axi_ctrl_addr_decode.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.243
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_quad_spi_0\netlist\mode_1_memory_1_wb.mif

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.274
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\ui\ddr4_v2_2_ui_rd_data.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.306
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.srcs\sources_1\ip\pcie4_uscale_plus_0\ip_0\hdl\gtwizard_ultrascale_v1_7_reset_sync.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.336
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\debug_bridge_ddr_sim_netlist.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.367
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ila_1_synth_1\rundef.js

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.399
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\.jobs\vrs_config_10.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.430
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\ip_1\ddr4_0_phy.xci

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.462
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\tandem_stage2.smi

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.492
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ila_1_synth_1\__synthesis_is_complete__

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.521
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_2\behav\xsim\xsim.dir\Test_sim2_behav\TempBreakPointFile.txt

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.551
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\controller\ddr4_v2_2_mc_arb_a.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.581
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_3\fifo_generator_3_stub.vhdl

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.611
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\ila_0\hdl\verilog\xsdbm_v3_0_0_bsid_ports.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.642
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\gtwizard_ultrascale_0_example_gtwiz_userclk_tx.sdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.673
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\multi_ddr_ctrl\ddr4_v2_2_data_gen.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.704
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.srcs\sources_1\ip\pcie4_uscale_plus_0\pcie4_uscale_plus_0.xci

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.734
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\multi_ddr_ctrl\glbl.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.760
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sim_1\new\sim_source\gt0\.git\hooks\pre-applypatch.sample

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.795
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\controller\ddr4_v2_2_mc_periodic.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.825
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ddr4_0_synth_1\gen_run.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.856
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\ila_0\hdl\verilog\ila_v6_2_11_ila_ver.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.887
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\ila_0\hdl\verilog\xsdbm_v3_0_0_in.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.922
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_2\fifo_generator_2.dcp

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.950
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\.jobs\vrs_config_1.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:46.981
!MESSAGE INFO: Mon Apr 14 18:25:46 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ila_0_synth_1\project.wdf

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.025
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\pcie\xilinx_pcie4_uscale_plus_x0y0.xdc

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.056
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gtwizard_ultrascale_0\example_design\gtwizard_ultrascale_0_gtye4_common_wrapper.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.086
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.hw\public_stage1.lpr

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.116
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_crossbar_0\axi_crossbar_0.vho

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.146
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\cal\ddr4_v2_2_cal_sync.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.177
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gtwizard_ultrascale_0\synth\gtwizard_ultrascale_0_gtye4_channel_wrapper.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.222
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gtwizard_ultrascale_0\tcl\example_scriptext.tcl

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.254
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ila_0_synth_1\htr.txt

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.283
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_crossbar_0\synth\axi_crossbar_0.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.315
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\gtwizard_0_gt_frame_check.vdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.343
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\sys_clk_wiz\sys_clk_wiz.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.376
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\new\xsim.dir\work\work.rlx

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.407
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gtwizard_ultrascale_0\hdl\gtwizard_ultrascale_v1_7_gtwiz_userclk_rx.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.436
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\tx_transceiver_single.sdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.466
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_1\bd_6a9b_lut_buffer_0.xci

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.497
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\dist_mem_gen_0\doc\dist_mem_gen_v8_0_changelog.txt

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.530
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\new\Data_DDR_to_TLP_FIFO_HLS\Reg_latch_1.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.558
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_2\behav\xsim\xvhdl.log

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.588
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_1\fifo_generator_1.vho

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.619
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_quad_spi_0\netlist\mode_2_memory_1_wb.mem

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.652
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_0\bd_6a9b_xsdbm_0_stub.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.681
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_2\hdl\fifo_generator_v13_2_rfs.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.710
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\par\ddr4_0.xdc

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.741
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\cal\ddr4_v2_2_cal_debug_microblaze.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.772
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\ila_0\hdl\verilog\ltlib_v1_0_0_lib_fn.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.803
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\DPRAM_I64O256\DPRAM_I64O256_stub.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.835
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\debug_bridge_ddr.veo

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.896
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\Test_sim_behav\obj\xsim_22.win64.obj

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.942
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\bd_0\hw_handoff\ddr4_0_microblaze_mcs_bd.tcl

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:47.990
!MESSAGE INFO: Mon Apr 14 18:25:47 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_2\behav\xsim\xsim.dir\Test_sim2_behav\obj\xsim_1.c

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:48.066
!MESSAGE INFO: Mon Apr 14 18:25:48 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_0\hdl\verilog\ltlib_v1_0_0_ver.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:48.096
!MESSAGE INFO: Mon Apr 14 18:25:48 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\multi_ddr_ctrl\ddr4_sdram_model_wrapper.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:48.128
!MESSAGE INFO: Mon Apr 14 18:25:48 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\mult_gen_0\sim\mult_gen_0.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:48.159
!MESSAGE INFO: Mon Apr 14 18:25:48 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\Implement\ver1\public_stage1_place_design.dcp

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:48.189
!MESSAGE INFO: Mon Apr 14 18:25:48 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\controller\ddr4_v2_2_mc_cmd_mux_c.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:48.220
!MESSAGE INFO: Mon Apr 14 18:25:48 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\multi_ddr_ctrl\ddr4_v2_2_axi_tg_top.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:48.251
!MESSAGE INFO: Mon Apr 14 18:25:48 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_crossbar_0\hdl\blk_mem_gen_v8_4_vhsyn_rfs.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-14 18:25:48.282
